"TRAP_NUM","MO","WK","YR","CXT","CXQ","CXE","CXS","CXTH","AEV","AED","AET","PC","ANFRA","ANFRE","CSINOR","CSINC","All_Species","LON","LAT","DESERT","SLTMRSH","DKPND","RCRP","GRP","CIT","DAT","PST","FSH","TOTAL","T","TMAX","TOBS","DIST_TO_SEA","TransCXT","t_samps","SEASON"
"10","04","17","1995",1960,4,104,0,0,0,0,0,0,0,0,0,0,2068,-116.097177365925,33.4805555555555,263.03,0,0,19.94,0,19.69,2.87,0,6.78,312.31,28,340.142857142857,317.428571428571,2.18156928742819,7.58120982619635,32,"spring"
"11","04","17","1995",3754,0,1032,0,0,0,0,0,0,0,0,0,0,4786,-116.080555555556,33.4805555555555,231.64,2.58,0,0,0,0,0,0,0,234.22,28,340.142857142857,317.428571428571,0.693216173230499,8.23084356419823,32,"spring"
"12","04","17","1995",676,0,744,0,0,0,0,0,0,0,0,0,0,1420,-116.112437062453,33.4990937043527,94.31,0,0,63.01,0,63.86,87.56,3.56,0,312.3,28,340.142857142857,317.428571428571,3.79402752112479,6.51767127291227,31,"spring"
"13","04","17","1995",503,63,5,0,0,0,0,0,0,0,0,0,0,571,-116.095106863094,33.498469796742,188.87,0,0,96.86,0,6.59,20,0,0,312.32,28,340.142857142857,317.428571428571,2.32977282904294,6.22257626807137,32,"spring"
"14","04","17","1995",896,12,28,0,0,0,0,0,0,0,0,0,0,936,-116.080555555556,33.4980166666667,234.53,0,0,0,0,0,0,0,0,234.53,28,340.142857142857,317.428571428571,1.02822440653711,6.7990558620588,31,"spring"
"15","04","17","1995",439,46,1,0,0,0,0,0,0,0,0,0,0,486,-116.129671538396,33.4987077511208,28.28,0,0,97.6,47.65,109.74,29.04,0,0,312.31,28,340.142857142857,317.428571428571,5.30202102681289,6.08677472691231,32,"spring"
"16","04","17","1995",486,8,3,0,0,0,0,0,0,0,0,0,0,497,-116.129820514715,33.4806120417832,99.2,0,0,89.81,1.4,97.7,24.2,0,0,312.31,28,340.142857142857,317.428571428571,5.18408139952859,6.18826412308259,31,"spring"
"17","04","17","1995",245,0,0,0,0,0,0,0,0,0,0,0,0,245,-116.080418214555,33.5132965785911,135.71,0,20.75,0,0,0,0,0,0,156.46,28,340.142857142857,317.428571428571,2.14133467524184,5.50533153593236,25,"spring"
"18","04","17","1995",637,2,2,0,0,0,0,0,0,0,0,0,0,641,-116.095658083723,33.5102133092492,109.13,0,46.9,106.63,0,0,13.9,0,35.74,312.3,28,340.142857142857,317.428571428571,2.94260927887526,6.45833828334479,31,"spring"
"19","04","17","1995",86,9,1,0,0,0,0,0,0,0,0,0,0,96,-116.112089183679,33.5103302976764,62.56,0,0,187.53,0,24.25,36.95,0.06,0.95,312.3,28,340.142857142857,317.428571428571,4.25669953936335,4.46590811865458,31,"spring"
"20","04","17","1995",253,47,3,0,0,0,0,0,0,0,0,0,0,303,-116.129851492963,33.5104243047012,23.24,0,0,109.39,63.59,96.25,19.84,0,0,312.31,28,340.142857142857,317.428571428571,5.78742086248027,5.53733426701854,32,"spring"
"21","04","17","1995",195,1,0,0,0,0,0,0,0,0,0,0,0,196,-116.146933857515,33.510178547789,28.18,0,0,96.05,45.57,122.41,20.1,0,0,312.31,28,340.142857142857,317.428571428571,7.22175458040948,5.27811465923052,31,"spring"
"22","04","17","1995",114,4,0,0,0,0,0,0,0,0,0,0,0,118,-116.146975951721,33.5252751512161,49.61,0,0,102.06,49.59,105.78,5.26,0,0,312.3,28,340.142857142857,317.428571428571,7.89162688723154,4.74493212836325,31,"spring"
"23","04","17","1995",12,1,0,0,0,0,0,0,0,0,0,0,0,13,-116.147231399742,33.5397962736661,25.27,0,0,97.38,81.57,68.46,39.62,0,0,312.3,28,340.142857142857,317.428571428571,8.74270304100651,2.56494935746154,32,"spring"
"24","04","17","1995",109,0,0,0,0,0,0,0,0,0,0,0,0,109,-116.147346251925,33.554462570141,71.28,0,0,151.15,30.57,48.24,11.06,0,0,312.3,28,340.142857142857,317.428571428571,9.78969900790393,4.70048036579242,32,"spring"
"25","04","17","1995",89,1,0,0,0,0,0,0,0,0,0,0,0,90,-116.13015998982,33.5250572359253,48.58,0,0,154.69,25.74,56.08,27.22,0,0,312.31,28,340.142857142857,317.428571428571,6.51519472632406,4.49980967033027,30,"spring"
"26","04","17","1995",169,5,0,0,0,0,0,0,0,0,0,0,0,174,-116.130058014471,33.5397771658851,63.53,0,0,164.58,76.96,7.23,0,0,0,312.3,28,340.142857142857,317.428571428571,7.50425013230634,5.13579843705026,31,"spring"
"27","04","17","1995",217,0,0,0,0,0,0,0,0,0,0,1,0,218,-116.129752037184,33.5544235905368,169.92,0,0,121.01,7.11,0,0,9.06,5.2,312.3,28,340.142857142857,317.428571428571,8.60788819899623,5.38449506278909,32,"spring"
"29","04","17","1995",408,2,0,0,0,0,0,0,0,0,0,0,0,410,-116.112512664527,33.5545377345387,182.86,0,0,76.33,0,0,0,0,53.12,312.31,28,340.142857142857,317.428571428571,7.58097998331013,6.0137151560428,31,"spring"
"30","04","17","1995",223,1,0,0,0,0,0,0,0,0,0,0,0,224,-116.112774528282,33.5400464244073,287.09,0,0,18.6,3.5,0,0,0,3.12,312.31,28,340.142857142857,317.428571428571,6.36486038239695,5.41164605185504,31,"spring"
"31","04","17","1995",172,0,0,0,0,0,0,0,0,0,0,0,0,172,-116.094815082293,33.5397510570489,230.67,0,5.39,48.55,0,0,0,0,27.7,312.31,28,340.142857142857,317.428571428571,5.29935814184353,5.15329159449778,31,"spring"
"32","04","17","1995",113,0,155,0,0,0,0,0,0,0,0,1,0,269,-116.112643502163,33.5249882262004,215.44,0,0,55.95,0,0,0,0,40.92,312.31,28,340.142857142857,317.428571428571,5.2041179515856,4.7361984483945,31,"spring"
"33","04","17","1995",279,1,6,0,0,0,0,0,0,0,0,0,0,286,-116.095037211773,33.5246916608313,158.72,0,73.3,0,0,0,0,0,80.28,312.3,28,340.142857142857,317.428571428571,3.99496687423725,5.63478960316925,32,"spring"
"34","04","17","1995",651,2,0,0,0,0,0,0,0,0,0,0,0,653,-116.078850486332,33.5262756378852,290.8,0,21.51,0,0,0,0,0,0,312.31,28,340.142857142857,317.428571428571,3.2765489148821,6.48004456192665,31,"spring"
"35","04","17","1995",305,3,2,0,0,1,0,0,0,0,0,0,0,311,-116.07889283649,33.5396123221812,186.46,0,85.01,5.97,0,0,1.84,0,33.03,312.31,28,340.142857142857,317.428571428571,4.36012479143756,5.72358510195238,31,"spring"
"36","04","17","1995",164,0,5,0,0,0,0,0,0,0,0,0,0,169,-116.078733387717,33.554205787678,162.91,0,49.24,5.27,0,0,0,0,94.89,312.31,28,340.142857142857,317.428571428571,5.53530456753835,5.10594547390058,31,"spring"
"37","04","17","1995",318,10,5,0,0,0,0,0,0,0,0,0,0,333,-116.094578150598,33.5541757657346,199.51,0,6.88,76.4,0,0,24.26,0,5.25,312.3,28,340.142857142857,317.428571428571,6.53239504312798,5.76519110278484,31,"spring"
"38","04","17","1995",447,0,0,0,0,0,0,0,0,0,0,0,0,447,-116.060326972984,33.5107915338315,234.23,0,0,0,0,0,0,0,0,234.23,28,340.142857142857,317.428571428571,1.13081944046155,6.10479323241498,30,"spring"
"39","04","17","1995",454,10,0,0,0,0,0,0,0,0,0,0,0,464,-116.043979353491,33.554226492057,53.2,0,0,10.21,52.45,195.54,0.9,0,0,312.3,28,340.142857142857,317.428571428571,4.12150685633819,6.12029741895095,31,"spring"
"40","04","17","1995",400,1,0,0,0,0,0,0,0,0,0,0,0,401,-116.026322302007,33.5543905398357,24.94,0,0,13.92,62.44,211,0,0,0,312.3,28,340.142857142857,317.428571428571,4.0825604535955,5.99396142730657,33,"spring"
"41","04","17","1995",344,0,1,0,0,0,0,0,0,0,0,0,0,345,-116.008693676108,33.5545739284671,13.98,0,0,0.41,113.64,184.28,0,0,0,312.31,28,340.142857142857,317.428571428571,4.0389358628849,5.84354441703136,33,"spring"
"42","04","17","1995",528,1,0,0,0,0,2,0,0,0,0,1,0,532,-116.025787284901,33.5401636554377,75.38,0,0,50.66,18.37,163.71,4.18,0,0,312.3,28,340.142857142857,317.428571428571,2.50943371793967,6.2709884318583,33,"spring"
"43","04","17","1995",621,4,4,0,0,0,4,0,0,0,0,0,0,633,-116.00850933249,33.5399880400094,48.16,0,0,7.53,60.79,122.05,73.77,0,0,312.3,28,340.142857142857,317.428571428571,2.50327955990069,6.43294009273918,32,"spring"
"44","04","17","1995",351,0,0,0,0,0,1,0,0,0,0,0,0,352,-116.043477083467,33.5394629817105,118.02,0,33.88,82.19,19.07,52.07,3.19,0,3.88,312.3,28,340.142857142857,317.428571428571,2.49262124473054,5.8636311755981,31,"spring"
"45","04","17","1995",1132,0,0,0,0,0,0,0,0,0,0,0,0,1132,-116.043264210412,33.5269154809017,142.47,1.73,10.59,0,0,1.67,0,0,0,156.46,28,340.142857142857,317.428571428571,1.1466814470703,7.03262426102801,33,"spring"
"46","04","17","1995",1782,4,8,0,0,0,10,0,0,0,0,1,0,1805,-116.026279846006,33.5247198752064,218.96,0.97,0,51.17,3.34,37.86,0,0,0,312.3,28,340.142857142857,317.428571428571,0.810011403111502,7.48605261786314,33,"spring"
"47","04","17","1995",40,0,0,0,0,0,0,0,0,0,0,0,0,40,-116.061332043981,33.5523576754921,168.84,0,24.14,66.01,7.38,19.1,6.03,0,20.8,312.3,28,340.142857142857,317.428571428571,4.42771615250869,3.71357206670431,31,"spring"
"48","04","17","1995",616,0,0,0,0,0,0,0,0,0,0,0,0,616,-116.061193834649,33.5396264941129,273.63,0,14.41,6.13,0,1.08,0,0,17.07,312.32,28,340.142857142857,317.428571428571,3.25098804051951,6.42486902390539,32,"spring"
"50","04","17","1995",273,3,6,0,0,0,0,0,0,0,0,0,0,282,-115.99124383934,33.5400013752816,141.14,0,0,17.06,84.16,29.2,31.93,8.82,0,312.31,28,340.142857142857,317.428571428571,2.15678641405984,5.61312810638807,33,"spring"
"51","04","17","1995",387,1,3,0,0,0,7,0,0,0,0,0,0,398,-115.973754579786,33.5400408169515,185.05,0,0,0,11.18,109.43,6.66,0,0,312.32,28,340.142857142857,317.428571428571,2.23678795945716,5.96100533962327,31,"spring"
"52","04","17","1995",664,18,0,0,0,0,7,0,0,0,0,0,0,689,-115.956553931498,33.5400037098608,247.3,0,0,0,4.53,60.48,0,0,0,312.31,28,340.142857142857,317.428571428571,2.01653138120104,6.49978704065585,31,"spring"
"53","04","17","1995",189,0,0,0,0,0,6,0,0,0,0,0,0,195,-115.939282858124,33.539761439135,312.31,0,0,0,0,0,0,0,0,312.31,28,340.142857142857,317.428571428571,2.28160697745816,5.24702407216049,33,"spring"
"54","04","17","1995",5840,0,160,0,0,0,4,0,0,0,0,0,0,6004,-115.93898249613,33.5197249343921,293.37,5.24,0,0,0,13.7,0,0,0,312.31,28,340.142857142857,317.428571428571,0.204176043937583,8.67265729404031,33,"spring"
"55","04","17","1995",380,0,701,0,0,0,30,0,0,13,0,0,0,1124,-116.008540286761,33.5250917231086,188.72,0,0,6.78,60.64,14.08,42.09,0,0,312.31,28,340.142857142857,317.428571428571,0.9105704548599,5.9427993751267,33,"spring"
"56","04","17","1995",746,2,50,0,0,0,5,0,0,0,0,0,0,803,-115.991190301448,33.5249473197426,182.09,2.65,0,61.13,36.93,29.51,0,0,0,312.31,28,340.142857142857,317.428571428571,0.502501564498204,6.61606518513282,32,"spring"
"57","04","17","1995",2757,0,20,0,0,0,52,0,0,0,0,0,0,2829,-115.973831585829,33.5246211406785,163.39,11.56,0,6.26,43.25,87.86,0,0,0,312.32,28,340.142857142857,317.428571428571,0.529334853903522,7.92226105835325,33,"spring"
"58","04","17","1995",2216,0,1268,0,0,0,16,0,0,0,0,0,0,3500,-115.956082018721,33.5241237912174,205.7,15.37,0,0,58.82,32.42,0,0,0,312.31,28,340.142857142857,317.428571428571,0.297236066706164,7.70391020961631,33,"spring"
"59","04","17","1995",486,0,21,0,0,0,3,0,0,0,0,0,0,510,-115.922752099088,33.5233739730783,312.31,0,0,0,0,0,0,0,0,312.31,28,340.142857142857,317.428571428571,1.70082233939348,6.18826412308259,31,"spring"
"60","04","17","1995",1926,0,40,0,0,0,0,1,0,1,0,0,0,1968,-115.92029756881,33.5099494946497,304.14,8.16,0,0,0,0,0,0,0,312.3,28,340.142857142857,317.428571428571,0.469199250729246,7.56371966841437,33,"spring"
"61","04","17","1995",1461,0,0,0,0,0,0,0,0,0,0,0,0,1461,-115.901457251804,33.5105890703674,312.31,0,0,0,0,0,0,0,0,312.31,28,340.142857142857,317.428571428571,1.74389269247058,7.28756064030972,32,"spring"
"64","04","17","1995",43,0,1,0,0,0,4,0,0,0,0,0,0,48,-115.890898908668,33.4774033706464,156.46,0,0,0,0,0,0,0,0,156.46,28,340.142857142857,317.428571428571,0.205637927458456,3.78418963391826,32,"spring"
"14","05","19","1995",487,29,15,0,0,0,0,0,0,0,0,0,0,531,-116.080555555556,33.4980166666667,234.53,0,0,0,0,0,0,0,0,234.53,29,314.357142857143,293.833333333333,1.02822440653711,6.19031540585315,31,"spring"
"19","05","19","1995",11,0,1,0,0,0,0,0,0,0,0,0,0,12,-116.112089183679,33.5103302976764,62.56,0,0,187.53,0,24.25,36.95,0.06,0.95,312.3,29,314.357142857143,293.833333333333,4.25669953936335,2.484906649788,31,"spring"
"23","05","19","1995",2,0,0,0,0,0,0,0,0,0,0,0,0,2,-116.147231399742,33.5397962736661,25.27,0,0,97.38,81.57,68.46,39.62,0,0,312.3,29,314.357142857143,293.833333333333,8.74270304100651,1.09861228866811,32,"spring"
"24","05","19","1995",4,0,0,0,0,0,0,0,0,1,0,0,0,5,-116.147346251925,33.554462570141,71.28,0,0,151.15,30.57,48.24,11.06,0,0,312.3,29,314.357142857143,293.833333333333,9.78969900790393,1.6094379124341,32,"spring"
"22","05","19","1995",4,0,0,0,0,0,0,0,0,0,0,0,0,4,-116.146975951721,33.5252751512161,49.61,0,0,102.06,49.59,105.78,5.26,0,0,312.3,29,314.357142857143,293.833333333333,7.89162688723154,1.6094379124341,31,"spring"
"09","05","19","1995",513,13,3,0,0,0,0,0,0,0,0,0,0,529,-116.112163888889,33.4805555555555,61.54,0,0,26.35,4.98,175.1,43.04,0,1.29,312.3,29,314.357142857143,293.833333333333,3.55688821293111,6.24222326545517,32,"spring"
"13","05","19","1995",331,11,4,0,0,0,0,0,0,0,0,0,0,346,-116.095106863094,33.498469796742,188.87,0,0,96.86,0,6.59,20,0,0,312.32,29,314.357142857143,293.833333333333,2.32977282904294,5.80513496891649,32,"spring"
"15","05","19","1995",37,32,0,0,0,0,0,0,0,0,0,0,0,69,-116.129671538396,33.4987077511208,28.28,0,0,97.6,47.65,109.74,29.04,0,0,312.31,29,314.357142857143,293.833333333333,5.30202102681289,3.63758615972639,32,"spring"
"21","05","19","1995",40,0,0,0,0,0,0,0,0,0,0,0,0,40,-116.146933857515,33.510178547789,28.18,0,0,96.05,45.57,122.41,20.1,0,0,312.31,29,314.357142857143,293.833333333333,7.22175458040948,3.71357206670431,31,"spring"
"16","05","19","1995",131,4,1,0,0,0,0,0,0,0,0,0,0,136,-116.129820514715,33.4806120417832,99.2,0,0,89.81,1.4,97.7,24.2,0,0,312.31,29,314.357142857143,293.833333333333,5.18408139952859,4.88280192258637,31,"spring"
"01","05","19","1995",638,0,490,0,0,0,0,0,0,0,0,0,0,1128,-116.04378952608,33.441176284239,157.74,5.52,0,0,0,63.54,7.43,0,0,234.23,29,314.357142857143,293.833333333333,0.313407145733172,6.45990445437753,33,"spring"
"05","05","19","1995",704,330,272,0,0,0,0,0,0,0,0,0,0,1306,-116.060965598573,33.4554249351792,213.67,8.89,0,0,30.83,44.12,0,0,14.79,312.3,29,314.357142857143,293.833333333333,1.22005095918288,6.55819780281227,32,"spring"
"04","05","19","1995",1104,44,20,0,0,0,0,0,0,0,0,0,0,1168,-116.094160006286,33.4554894748286,93.56,0,0,17.8,97.96,98.08,1.25,0,3.66,312.31,29,314.357142857143,293.833333333333,2.97416238677357,7.00760061395185,32,"spring"
"03","05","19","1995",1188,4,16,0,0,0,0,0,0,0,0,0,0,1208,-116.073636480725,33.4407123380473,132.53,0,0,0,127.5,52.28,0,0,0,312.31,29,314.357142857143,293.833333333333,2.96949366365427,7.08086789669078,31,"spring"
"06","05","19","1995",1212,8,76,0,0,0,0,0,0,0,0,0,0,1296,-116.078663338594,33.4548699409948,95.68,0,0,35.65,84.55,66.99,29.44,0,0,312.31,29,314.357142857143,293.833333333333,2.0408775979276,7.10085190894405,32,"spring"
"07","05","19","1995",704,8,872,0,0,0,0,0,0,0,0,0,0,1584,-116.077577562081,33.4697331979169,226.64,9.97,0,36.81,0,22.29,13.75,0,2.85,312.31,29,314.357142857143,293.833333333333,0.78718305436476,6.55819780281227,32,"spring"
"08","05","19","1995",1276,0,56,0,0,0,0,0,0,0,0,0,0,1332,-116.095024643104,33.4696827623563,135.47,0,0,55.93,18.49,75.28,24.29,0,2.85,312.31,29,314.357142857143,293.833333333333,2.29056693072234,7.15226885603254,32,"spring"
"20","05","19","1995",41,13,0,0,0,0,0,0,0,0,0,0,0,54,-116.129851492963,33.5104243047012,23.24,0,0,109.39,63.59,96.25,19.84,0,0,312.31,29,314.357142857143,293.833333333333,5.78742086248027,3.73766961828337,32,"spring"
"12","05","19","1995",466,278,0,0,0,15,0,0,4,0,0,0,0,763,-116.112437062453,33.4990937043527,94.31,0,0,63.01,0,63.86,87.56,3.56,0,312.3,29,314.357142857143,293.833333333333,3.79402752112479,6.1463292576689,31,"spring"
"11","05","19","1995",944,0,940,0,0,0,0,0,0,0,0,0,0,1884,-116.080555555556,33.4805555555555,231.64,2.58,0,0,0,0,0,0,0,234.22,29,314.357142857143,293.833333333333,0.693216173230499,6.85118492749374,32,"spring"
"02","05","19","1995",3016,0,196,0,0,0,0,0,0,0,0,0,0,3212,-116.060868971143,33.4405785159516,90.28,0,0,0,45.66,162.41,13.96,0,0,312.31,29,314.357142857143,293.833333333333,1.7978317494482,8.01201823915906,31,"spring"
"18","05","19","1995",110,1,1,0,0,0,0,0,0,0,0,0,0,112,-116.095658083723,33.5102133092492,109.13,0,46.9,106.63,0,0,13.9,0,35.74,312.3,29,314.357142857143,293.833333333333,2.94260927887526,4.70953020131233,31,"spring"
"10","05","19","1995",1212,4,114,0,0,0,0,0,0,0,0,0,0,1330,-116.097177365925,33.4805555555555,263.03,0,0,19.94,0,19.69,2.87,0,6.78,312.31,29,314.357142857143,293.833333333333,2.18156928742819,7.10085190894405,32,"spring"
"30","05","19","1995",3,0,0,0,0,0,0,0,0,0,0,0,0,3,-116.112774528282,33.5400464244073,287.09,0,0,18.6,3.5,0,0,0,3.12,312.31,29,314.357142857143,293.833333333333,6.36486038239695,1.38629436111989,31,"spring"
"45","05","19","1995",798,1,2,0,0,0,0,1,0,0,0,0,0,802,-116.043264210412,33.5269154809017,142.47,1.73,10.59,0,0,1.67,0,0,0,156.46,29,314.357142857143,293.833333333333,1.1466814470703,6.68336094576627,33,"spring"
"44","05","19","1995",537,0,11,0,0,0,1,0,0,0,0,0,0,549,-116.043477083467,33.5394629817105,118.02,0,33.88,82.19,19.07,52.07,3.19,0,3.88,312.3,29,314.357142857143,293.833333333333,2.49262124473054,6.28785856016178,31,"spring"
"29","05","19","1995",144,0,3,0,0,0,0,0,0,0,0,0,0,147,-116.112512664527,33.5545377345387,182.86,0,0,76.33,0,0,0,0,53.12,312.31,29,314.357142857143,293.833333333333,7.58097998331013,4.97673374242057,31,"spring"
"35","05","19","1995",303,0,1,0,0,0,0,0,0,0,0,0,0,304,-116.07889283649,33.5396123221812,186.46,0,85.01,5.97,0,0,1.84,0,33.03,312.31,29,314.357142857143,293.833333333333,4.36012479143756,5.71702770140622,31,"spring"
"17","05","19","1995",182,0,0,0,0,0,0,0,0,0,0,0,0,182,-116.080418214555,33.5132965785911,135.71,0,20.75,0,0,0,0,0,0,156.46,29,314.357142857143,293.833333333333,2.14133467524184,5.20948615284142,25,"spring"
"34","05","19","1995",163,0,0,0,0,0,0,0,0,0,0,0,0,163,-116.078850486332,33.5262756378852,290.8,0,21.51,0,0,0,0,0,0,312.31,29,314.357142857143,293.833333333333,3.2765489148821,5.0998664278242,31,"spring"
"31","05","19","1995",153,0,0,0,0,0,0,0,0,0,0,0,0,153,-116.094815082293,33.5397510570489,230.67,0,5.39,48.55,0,0,0,0,27.7,312.31,29,314.357142857143,293.833333333333,5.29935814184353,5.03695260241363,31,"spring"
"48","05","19","1995",530,0,0,0,0,0,0,0,0,0,0,0,0,530,-116.061193834649,33.5396264941129,273.63,0,14.41,6.13,0,1.08,0,0,17.07,312.32,29,314.357142857143,293.833333333333,3.25098804051951,6.27476202124194,32,"spring"
"25","05","19","1995",50,0,1,0,0,0,0,0,0,0,0,0,0,51,-116.13015998982,33.5250572359253,48.58,0,0,154.69,25.74,56.08,27.22,0,0,312.31,29,314.357142857143,293.833333333333,6.51519472632406,3.93182563272433,30,"spring"
"33","05","19","1995",193,0,9,0,0,0,0,0,0,0,0,0,0,202,-116.095037211773,33.5246916608313,158.72,0,73.3,0,0,0,0,0,80.28,312.3,29,314.357142857143,293.833333333333,3.99496687423725,5.26785815906333,32,"spring"
"37","05","19","1995",200,4,70,0,0,0,0,0,0,0,0,0,0,274,-116.094578150598,33.5541757657346,199.51,0,6.88,76.4,0,0,24.26,0,5.25,312.3,29,314.357142857143,293.833333333333,6.53239504312798,5.30330490805908,31,"spring"
"32","05","19","1995",90,290,7,0,0,0,0,0,0,0,0,0,0,387,-116.112643502163,33.5249882262004,215.44,0,0,55.95,0,0,0,0,40.92,312.31,29,314.357142857143,293.833333333333,5.2041179515856,4.51085950651685,31,"spring"
"36","05","19","1995",129,0,18,0,0,1,0,0,0,0,0,0,0,148,-116.078733387717,33.554205787678,162.91,0,49.24,5.27,0,0,0,0,94.89,312.31,29,314.357142857143,293.833333333333,5.53530456753835,4.86753445045558,31,"spring"
"38","05","19","1995",85,0,6,0,0,0,0,0,0,0,0,0,0,91,-116.060326972984,33.5107915338315,234.23,0,0,0,0,0,0,0,0,234.23,29,314.357142857143,293.833333333333,1.13081944046155,4.45434729625351,30,"spring"
"47","05","19","1995",62,0,1,0,0,0,2,0,0,0,0,0,0,65,-116.061332043981,33.5523576754921,168.84,0,24.14,66.01,7.38,19.1,6.03,0,20.8,312.3,29,314.357142857143,293.833333333333,4.42771615250869,4.14313472639153,31,"spring"
"27","05","19","1995",222,1,0,0,0,0,0,0,0,0,0,0,0,223,-116.129752037184,33.5544235905368,169.92,0,0,121.01,7.11,0,0,9.06,5.2,312.3,29,314.357142857143,293.833333333333,8.60788819899623,5.40717177146012,32,"spring"
"26","05","19","1995",4,0,0,0,0,0,0,0,0,0,0,0,0,4,-116.130058014471,33.5397771658851,63.53,0,0,164.58,76.96,7.23,0,0,0,312.3,29,314.357142857143,293.833333333333,7.50425013230634,1.6094379124341,31,"spring"
"50","05","19","1995",50,0,4,0,0,0,3,0,0,0,0,0,0,57,-115.99124383934,33.5400013752816,141.14,0,0,17.06,84.16,29.2,31.93,8.82,0,312.31,29,314.357142857143,293.833333333333,2.15678641405984,3.93182563272433,33,"spring"
"43","05","19","1995",60,0,10,0,0,0,3,0,0,0,0,0,0,73,-116.00850933249,33.5399880400094,48.16,0,0,7.53,60.79,122.05,73.77,0,0,312.3,29,314.357142857143,293.833333333333,2.50327955990069,4.11087386417331,32,"spring"
"39","05","19","1995",180,7,1,0,0,0,0,0,0,0,0,0,0,188,-116.043979353491,33.554226492057,53.2,0,0,10.21,52.45,195.54,0.9,0,0,312.3,29,314.357142857143,293.833333333333,4.12150685633819,5.19849703126583,31,"spring"
"56","05","19","1995",101,0,40,0,0,0,9,0,0,1,0,0,0,151,-115.991190301448,33.5249473197426,182.09,2.65,0,61.13,36.93,29.51,0,0,0,312.31,29,314.357142857143,293.833333333333,0.502501564498204,4.62497281328427,32,"spring"
"42","05","19","1995",181,0,11,0,0,0,2,0,0,1,0,0,0,195,-116.025787284901,33.5401636554377,75.38,0,0,50.66,18.37,163.71,4.18,0,0,312.3,29,314.357142857143,293.833333333333,2.50943371793967,5.2040066870768,33,"spring"
"53","05","19","1995",139,0,0,0,0,0,18,0,0,0,0,0,0,157,-115.939282858124,33.539761439135,312.31,0,0,0,0,0,0,0,0,312.31,29,314.357142857143,293.833333333333,2.28160697745816,4.9416424226093,33,"spring"
"58","05","19","1995",486,0,466,0,0,0,39,0,0,1,0,0,0,992,-115.956082018721,33.5241237912174,205.7,15.37,0,0,58.82,32.42,0,0,0,312.31,29,314.357142857143,293.833333333333,0.297236066706164,6.18826412308259,33,"spring"
"62","05","19","1995",127,1,0,0,0,0,1,0,0,0,0,0,0,129,-115.885066182357,33.5034267983741,312.31,0,0,0,0,0,0,0,0,312.31,29,314.357142857143,293.833333333333,2.49783993914236,4.85203026391962,29,"spring"
"52","05","19","1995",143,0,0,0,0,0,26,0,0,0,0,0,0,169,-115.956553931498,33.5400037098608,247.3,0,0,0,4.53,60.48,0,0,0,312.31,29,314.357142857143,293.833333333333,2.01653138120104,4.969813299576,31,"spring"
"41","05","19","1995",77,1,1,0,0,0,1,0,0,0,0,0,0,80,-116.008693676108,33.5545739284671,13.98,0,0,0.41,113.64,184.28,0,0,0,312.31,29,314.357142857143,293.833333333333,4.0389358628849,4.35670882668959,33,"spring"
"51","05","19","1995",68,1,0,0,0,0,29,0,0,0,0,0,0,98,-115.973754579786,33.5400408169515,185.05,0,0,0,11.18,109.43,6.66,0,0,312.32,29,314.357142857143,293.833333333333,2.23678795945716,4.23410650459726,31,"spring"
"59","05","19","1995",75,0,0,0,0,0,4,0,0,0,0,0,0,79,-115.922752099088,33.5233739730783,312.31,0,0,0,0,0,0,0,0,312.31,29,314.357142857143,293.833333333333,1.70082233939348,4.33073334028633,31,"spring"
"61","05","19","1995",491,0,0,0,0,0,3,2,0,0,0,0,0,496,-115.901457251804,33.5105890703674,312.31,0,0,0,0,0,0,0,0,312.31,29,314.357142857143,293.833333333333,1.74389269247058,6.19847871649231,32,"spring"
"40","05","19","1995",115,2,3,0,0,0,0,0,0,0,0,0,0,120,-116.026322302007,33.5543905398357,24.94,0,0,13.92,62.44,211,0,0,0,312.3,29,314.357142857143,293.833333333333,4.0825604535955,4.75359019110636,33,"spring"
"64","05","19","1995",6,0,0,0,0,0,10,0,0,0,0,0,0,16,-115.890898908668,33.4774033706464,156.46,0,0,0,0,0,0,0,0,156.46,29,314.357142857143,293.833333333333,0.205637927458456,1.94591014905531,32,"spring"
"63","05","19","1995",133,1,3,0,0,0,5,0,0,2,0,0,0,144,-115.906832802226,33.4994605566741,156.46,0,0,0,0,0,0,0,0,156.46,29,314.357142857143,293.833333333333,0.661615010307184,4.89783979995091,32,"spring"
"55","05","19","1995",344,0,373,0,0,0,27,0,0,32,0,0,0,776,-116.008540286761,33.5250917231086,188.72,0,0,6.78,60.64,14.08,42.09,0,0,312.31,29,314.357142857143,293.833333333333,0.9105704548599,5.84354441703136,33,"spring"
"60","05","19","1995",558,0,13,0,0,0,0,0,0,0,0,0,0,571,-115.92029756881,33.5099494946497,304.14,8.16,0,0,0,0,0,0,0,312.3,29,314.357142857143,293.833333333333,0.469199250729246,6.3261494731551,33,"spring"
"46","05","19","1995",996,0,2,0,0,0,4,0,0,0,0,0,0,1002,-116.026279846006,33.5247198752064,218.96,0.97,0,51.17,3.34,37.86,0,0,0,312.3,29,314.357142857143,293.833333333333,0.810011403111502,6.90475076996184,33,"spring"
"54","05","19","1995",1912,0,16,0,0,0,25,0,0,0,0,0,0,1953,-115.93898249613,33.5197249343921,293.37,5.24,0,0,0,13.7,0,0,0,312.31,29,314.357142857143,293.833333333333,0.204176043937583,7.55642796944025,33,"spring"
