Site,Time,Occ1,Occ2,Occ3,Tussock,Pasture,HabType
337,4,NA,NA,NA,1,0,Tussock
338,4,0,NA,NA,1,0,Tussock
1,5,0,0,0,0,1,Pasture
2,5,0,0,0,0,1,Pasture
3,5,0,0,0,0,1,Pasture
4,5,0,NA,NA,0,1,Pasture
5,5,0,NA,NA,0,1,Pasture
6,5,0,NA,NA,0,1,Pasture
7,5,0,NA,NA,0,1,Pasture
8,5,0,NA,NA,0,1,Pasture
9,5,0,NA,NA,0,1,Pasture
10,5,0,NA,NA,0,1,Pasture
11,5,0,NA,NA,0,1,Pasture
12,5,0,0,0,0,1,Pasture
13,5,1,NA,NA,0,1,Pasture
14,5,0,0,NA,0,1,Pasture
15,5,0,0,NA,0,1,Pasture
16,5,0,0,NA,0,1,Pasture
17,5,0,NA,NA,0,1,Pasture
18,5,0,NA,NA,0,1,Pasture
19,5,0,0,0,0,1,Pasture
20,5,0,0,NA,0,1,Pasture
21,5,0,NA,NA,0,1,Pasture
22,5,0,0,NA,0,1,Pasture
23,5,0,NA,NA,0,1,Pasture
24,5,0,0,0,0,1,Pasture
25,5,0,0,0,0,1,Pasture
26,5,0,0,NA,0,1,Pasture
27,5,0,0,0,0,1,Pasture
28,5,0,0,0,0,1,Pasture
29,5,0,NA,NA,0,1,Pasture
30,5,0,0,0,0,1,Pasture
31,5,0,0,0,0,1,Pasture
32,5,0,NA,NA,0,1,Pasture
33,5,0,0,1,0,1,Pasture
34,5,1,1,NA,0,1,Pasture
35,5,0,NA,NA,0,1,Pasture
36,5,0,0,0,0,1,Pasture
37,5,0,0,0,0,1,Pasture
38,5,0,0,0,0,1,Pasture
39,5,0,0,0,0,1,Pasture
40,5,0,0,0,0,1,Pasture
41,5,0,0,0,0,1,Pasture
42,5,0,0,0,0,1,Pasture
43,5,0,0,NA,0,1,Pasture
44,5,0,0,0,0,1,Pasture
45,5,0,0,NA,0,1,Pasture
46,5,0,NA,NA,0,1,Pasture
47,5,0,NA,NA,0,1,Pasture
48,5,0,NA,NA,0,1,Pasture
49,5,0,NA,NA,0,1,Pasture
50,5,0,NA,NA,0,1,Pasture
51,5,0,NA,NA,0,1,Pasture
52,5,0,NA,NA,0,1,Pasture
53,5,0,NA,NA,0,1,Pasture
54,5,0,NA,NA,0,1,Pasture
55,5,0,NA,NA,0,1,Pasture
56,5,0,NA,NA,0,1,Pasture
57,5,0,NA,NA,0,1,Pasture
58,5,0,0,NA,0,1,Pasture
59,5,0,NA,NA,0,1,Pasture
60,5,0,NA,NA,0,1,Pasture
61,5,0,0,0,0,1,Pasture
62,5,0,NA,NA,0,1,Pasture
63,5,0,0,NA,0,1,Pasture
64,5,0,0,0,0,1,Pasture
65,5,0,NA,NA,0,1,Pasture
66,5,0,NA,NA,0,1,Pasture
67,5,0,NA,NA,0,1,Pasture
68,5,0,NA,NA,0,1,Pasture
69,5,0,0,0,0,1,Pasture
70,5,1,NA,NA,0,1,Pasture
71,5,0,1,0,0,1,Pasture
72,5,0,NA,NA,0,1,Pasture
73,5,0,NA,NA,0,1,Pasture
74,5,0,NA,NA,0,1,Pasture
75,5,NA,NA,NA,0,1,Pasture
76,5,0,0,0,0,1,Pasture
77,5,0,NA,NA,0,1,Pasture
78,5,0,0,NA,0,1,Pasture
79,5,0,NA,NA,0,1,Pasture
80,5,0,0,0,0,1,Pasture
81,5,1,NA,NA,0,1,Pasture
82,5,0,NA,NA,0,1,Pasture
83,5,0,0,NA,0,1,Pasture
84,5,1,NA,NA,0,1,Pasture
85,5,0,0,NA,0,1,Pasture
86,5,1,NA,NA,0,1,Pasture
87,5,NA,NA,NA,0,1,Pasture
88,5,0,1,NA,0,1,Pasture
89,5,1,NA,NA,0,1,Pasture
90,5,0,NA,NA,0,1,Pasture
91,5,0,NA,NA,0,1,Pasture
92,5,0,NA,NA,0,1,Pasture
93,5,0,NA,NA,0,1,Pasture
94,5,0,NA,NA,0,1,Pasture
95,5,0,0,NA,0,1,Pasture
96,5,1,NA,NA,0,1,Pasture
97,5,1,NA,NA,0,1,Pasture
98,5,0,1,NA,0,1,Pasture
99,5,1,0,NA,0,1,Pasture
100,5,1,NA,NA,0,1,Pasture
101,5,1,NA,NA,0,1,Pasture
102,5,0,0,0,0,1,Pasture
103,5,0,NA,NA,0,1,Pasture
104,5,0,1,NA,0,1,Pasture
105,5,1,NA,NA,0,1,Pasture
106,5,0,NA,NA,0,1,Pasture
107,5,0,NA,NA,0,1,Pasture
108,5,0,NA,NA,0,1,Pasture
109,5,0,NA,NA,0,1,Pasture
110,5,0,NA,NA,0,1,Pasture
111,5,0,NA,NA,0,1,Pasture
112,5,0,NA,NA,0,1,Pasture
113,5,0,0,0,0,1,Pasture
114,5,0,0,0,0,1,Pasture
115,5,0,NA,NA,0,1,Pasture
116,5,0,0,0,0,1,Pasture
117,5,0,NA,NA,0,1,Pasture
118,5,0,NA,NA,0,1,Pasture
119,5,0,NA,NA,0,1,Pasture
120,5,1,NA,NA,0,1,Pasture
121,5,1,NA,NA,0,1,Pasture
122,5,1,NA,NA,0,1,Pasture
123,5,1,NA,NA,0,1,Pasture
124,5,NA,NA,NA,0,1,Pasture
125,5,NA,NA,NA,0,1,Pasture
126,5,0,NA,NA,0,1,Pasture
127,5,0,0,NA,0,1,Pasture
128,5,1,NA,NA,0,1,Pasture
129,5,1,NA,NA,0,1,Pasture
130,5,0,NA,NA,0,1,Pasture
131,5,0,NA,NA,0,1,Pasture
132,5,0,NA,NA,0,1,Pasture
133,5,NA,NA,NA,0,1,Pasture
134,5,0,NA,NA,0,1,Pasture
135,5,0,NA,NA,0,1,Pasture
136,5,NA,NA,NA,1,0,Tussock
137,5,0,0,0,1,0,Tussock
138,5,0,NA,NA,1,0,Tussock
139,5,0,1,NA,1,0,Tussock
140,5,0,NA,NA,1,0,Tussock
141,5,1,NA,NA,1,0,Tussock
142,5,NA,NA,NA,1,0,Tussock
143,5,0,0,NA,1,0,Tussock
144,5,1,NA,NA,1,0,Tussock
145,5,0,NA,NA,1,0,Tussock
146,5,1,1,NA,1,0,Tussock
147,5,0,0,0,1,0,Tussock
148,5,0,NA,NA,1,0,Tussock
149,5,NA,NA,NA,1,0,Tussock
150,5,NA,NA,NA,1,0,Tussock
151,5,0,NA,NA,1,0,Tussock
152,5,0,0,0,1,0,Tussock
153,5,0,0,NA,1,0,Tussock
154,5,0,0,0,1,0,Tussock
155,5,0,0,0,1,0,Tussock
156,5,0,0,NA,1,0,Tussock
157,5,0,NA,NA,1,0,Tussock
158,5,0,1,0,1,0,Tussock
159,5,NA,NA,NA,1,0,Tussock
160,5,NA,NA,NA,1,0,Tussock
161,5,NA,NA,NA,1,0,Tussock
162,5,NA,NA,NA,1,0,Tussock
163,5,NA,NA,NA,1,0,Tussock
164,5,0,0,0,1,0,Tussock
165,5,1,NA,NA,1,0,Tussock
166,5,1,0,NA,1,0,Tussock
167,5,1,0,NA,1,0,Tussock
168,5,0,0,0,1,0,Tussock
169,5,1,NA,NA,1,0,Tussock
170,5,1,0,1,1,0,Tussock
171,5,0,0,NA,1,0,Tussock
172,5,0,NA,NA,1,0,Tussock
173,5,0,NA,NA,1,0,Tussock
174,5,1,1,NA,1,0,Tussock
175,5,1,1,NA,1,0,Tussock
176,5,0,0,NA,1,0,Tussock
177,5,1,NA,NA,1,0,Tussock
178,5,1,0,NA,1,0,Tussock
179,5,0,0,NA,1,0,Tussock
180,5,0,NA,NA,1,0,Tussock
181,5,0,0,0,1,0,Tussock
182,5,NA,NA,NA,1,0,Tussock
183,5,NA,NA,NA,1,0,Tussock
184,5,NA,NA,NA,1,0,Tussock
185,5,NA,NA,NA,1,0,Tussock
186,5,0,NA,NA,1,0,Tussock
187,5,0,NA,NA,1,0,Tussock
188,5,0,NA,NA,1,0,Tussock
189,5,0,0,1,1,0,Tussock
190,5,0,NA,NA,1,0,Tussock
191,5,1,NA,NA,1,0,Tussock
192,5,0,0,0,1,0,Tussock
193,5,0,NA,NA,1,0,Tussock
194,5,0,NA,NA,1,0,Tussock
195,5,0,0,0,1,0,Tussock
196,5,0,0,0,1,0,Tussock
197,5,0,NA,NA,1,0,Tussock
198,5,0,NA,NA,1,0,Tussock
199,5,0,NA,NA,1,0,Tussock
200,5,0,0,0,1,0,Tussock
201,5,0,0,0,1,0,Tussock
202,5,0,NA,NA,1,0,Tussock
203,5,1,1,NA,1,0,Tussock
204,5,0,0,NA,1,0,Tussock
205,5,0,0,0,1,0,Tussock
206,5,0,NA,NA,1,0,Tussock
207,5,0,NA,NA,1,0,Tussock
208,5,0,NA,NA,1,0,Tussock
209,5,0,NA,NA,1,0,Tussock
210,5,0,NA,NA,1,0,Tussock
211,5,1,NA,NA,1,0,Tussock
212,5,1,1,NA,1,0,Tussock
213,5,0,0,0,1,0,Tussock
214,5,0,NA,NA,1,0,Tussock
215,5,0,0,0,1,0,Tussock
216,5,1,NA,NA,1,0,Tussock
217,5,0,NA,NA,1,0,Tussock
218,5,0,NA,NA,1,0,Tussock
219,5,1,NA,NA,1,0,Tussock
220,5,1,NA,NA,1,0,Tussock
221,5,1,NA,NA,1,0,Tussock
222,5,1,NA,NA,1,0,Tussock
223,5,1,NA,NA,1,0,Tussock
224,5,0,NA,NA,1,0,Tussock
225,5,0,0,0,1,0,Tussock
226,5,0,NA,NA,1,0,Tussock
227,5,0,NA,NA,1,0,Tussock
228,5,0,0,1,1,0,Tussock
229,5,1,0,NA,1,0,Tussock
230,5,1,1,NA,1,0,Tussock
231,5,0,NA,NA,1,0,Tussock
232,5,0,NA,NA,1,0,Tussock
233,5,0,NA,NA,1,0,Tussock
234,5,1,NA,NA,1,0,Tussock
235,5,1,NA,NA,1,0,Tussock
236,5,0,0,NA,1,0,Tussock
237,5,1,NA,NA,1,0,Tussock
238,5,1,NA,NA,1,0,Tussock
239,5,1,NA,NA,1,0,Tussock
240,5,1,NA,NA,1,0,Tussock
241,5,1,NA,NA,1,0,Tussock
242,5,1,NA,NA,1,0,Tussock
243,5,1,NA,NA,1,0,Tussock
244,5,0,1,0,1,0,Tussock
245,5,1,NA,NA,1,0,Tussock
246,5,0,0,NA,1,0,Tussock
247,5,1,NA,NA,1,0,Tussock
248,5,0,NA,NA,1,0,Tussock
249,5,0,0,NA,1,0,Tussock
250,5,1,NA,NA,1,0,Tussock
251,5,0,1,NA,1,0,Tussock
252,5,1,NA,NA,1,0,Tussock
253,5,1,NA,NA,1,0,Tussock
254,5,1,NA,NA,1,0,Tussock
255,5,0,NA,NA,1,0,Tussock
256,5,1,0,0,1,0,Tussock
257,5,0,NA,NA,1,0,Tussock
258,5,0,0,0,1,0,Tussock
259,5,0,0,0,1,0,Tussock
260,5,1,NA,NA,1,0,Tussock
261,5,1,NA,NA,1,0,Tussock
262,5,0,NA,NA,1,0,Tussock
263,5,0,0,NA,1,0,Tussock
264,5,0,0,NA,1,0,Tussock
265,5,0,NA,NA,1,0,Tussock
266,5,0,NA,NA,1,0,Tussock
267,5,0,NA,NA,1,0,Tussock
268,5,0,0,0,1,0,Tussock
269,5,0,NA,NA,1,0,Tussock
270,5,0,NA,NA,1,0,Tussock
271,5,0,0,NA,1,0,Tussock
272,5,0,0,0,1,0,Tussock
273,5,0,NA,NA,1,0,Tussock
274,5,1,NA,NA,1,0,Tussock
275,5,1,NA,NA,1,0,Tussock
276,5,0,0,0,1,0,Tussock
277,5,0,NA,NA,1,0,Tussock
278,5,1,NA,NA,1,0,Tussock
279,5,0,0,0,1,0,Tussock
280,5,0,NA,NA,1,0,Tussock
281,5,0,NA,NA,1,0,Tussock
282,5,0,0,0,1,0,Tussock
283,5,1,NA,NA,1,0,Tussock
284,5,1,NA,NA,1,0,Tussock
285,5,1,NA,NA,1,0,Tussock
286,5,1,NA,NA,1,0,Tussock
287,5,1,NA,NA,1,0,Tussock
288,5,0,NA,NA,1,0,Tussock
289,5,1,NA,NA,1,0,Tussock
290,5,1,NA,NA,1,0,Tussock
291,5,1,NA,NA,1,0,Tussock
292,5,1,NA,NA,1,0,Tussock
293,5,NA,NA,NA,1,0,Tussock
294,5,1,NA,NA,1,0,Tussock
295,5,1,NA,NA,1,0,Tussock
296,5,0,0,NA,1,0,Tussock
297,5,0,1,NA,1,0,Tussock
298,5,0,NA,NA,1,0,Tussock
299,5,0,0,NA,1,0,Tussock
300,5,0,NA,NA,1,0,Tussock
301,5,1,NA,NA,1,0,Tussock
302,5,0,NA,NA,1,0,Tussock
303,5,0,NA,NA,1,0,Tussock
304,5,0,NA,NA,1,0,Tussock
305,5,0,NA,NA,1,0,Tussock
306,5,1,NA,NA,1,0,Tussock
307,5,1,1,NA,1,0,Tussock
308,5,1,NA,NA,1,0,Tussock
309,5,NA,NA,NA,1,0,Tussock
310,5,1,NA,NA,1,0,Tussock
311,5,1,NA,NA,1,0,Tussock
312,5,0,NA,NA,1,0,Tussock
313,5,1,NA,NA,1,0,Tussock
314,5,1,NA,NA,1,0,Tussock
315,5,NA,NA,NA,1,0,Tussock
316,5,1,NA,NA,1,0,Tussock
317,5,1,NA,NA,1,0,Tussock
318,5,0,NA,NA,1,0,Tussock
319,5,0,NA,NA,1,0,Tussock
320,5,0,NA,NA,1,0,Tussock
321,5,0,NA,NA,1,0,Tussock
322,5,0,NA,NA,1,0,Tussock
323,5,0,NA,NA,1,0,Tussock
324,5,0,NA,NA,1,0,Tussock
325,5,1,NA,NA,1,0,Tussock
326,5,1,NA,NA,1,0,Tussock
327,5,0,NA,NA,1,0,Tussock
328,5,0,NA,NA,1,0,Tussock
329,5,0,NA,NA,1,0,Tussock
330,5,0,NA,NA,1,0,Tussock
331,5,NA,NA,NA,1,0,Tussock
332,5,0,NA,NA,1,0,Tussock
333,5,0,NA,NA,1,0,Tussock
334,5,0,NA,NA,1,0,Tussock
335,5,0,NA,NA,1,0,Tussock
336,5,NA,NA,NA,1,0,Tussock
337,5,NA,NA,NA,1,0,Tussock
338,5,0,NA,NA,1,0,Tussock
